Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
95499,France,"This perfumed wine features ripe tannins and strawberry flavors. It is structured, with good concentration and acidity. The wine is developing well with the richness as well as line of fresher acidity. Drink from 2019.",,89,80.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,Louis Latour 2014  Morey-Saint-Denis,Pinot Noir,Louis Latour
95366,US,Thick tannins gird the powerful fruit in this wine—a mix of red cherry and strawberry that mellows with time in the glass. Toasted oak and baking spice touches provide additional context and pleasure.,,90,25.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,La Crema 2015 Pinot Noir (Sonoma Coast),Pinot Noir,La Crema
114250,Italy,"Beeswax, mature orchard fruit and yellow flower aromas emerge from the glass. The refreshing palate offers lemon drop, peach and pear alongside tangy acidity. A grapefruit note closes the finish.",,88,19.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Lombardo 2015 Catarratto (Sicilia),Catarratto,Lombardo
125734,Hungary,"Medium gold in the glass, this wine has a nose of Valencia orange, pear and kumquat. Flavors of lychee, kumquat and apricot mingle on the palate, remaining strong into the mineral-rich finish.",Szent Tamás Betsek Vineyards,91,25.0,Tokaji,,,Jeff Jenssen,@worldwineguys,Dobogó 2012 Szent Tamás Betsek Vineyards  (Tokaji),Furmint,Dobogó
61584,US,"Aromas of sweet white peach and apple blossoms are lovely on this lean, light-footed Grüner Veltiner. The palate could use a hint more concentration, but it's lemony and brisk, with pleasant crushed chalk and grass notes. Drink now.",Estate Bottled,85,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2011 Estate Bottled Grüner Veltliner (Finger Lakes),Grüner Veltliner,Lamoreaux Landing
60241,US,"From an organically farmed block planted entirely to the Pommard clone, this wine offers strawberry, earth and black tea, diluted slightly by a tannic underbite that competes with the fruit. Softly structured, it grips further on the finish.",Don Miguel Vineyard Earthquake Block,87,52.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Marimar Estate 2013 Don Miguel Vineyard Earthquake Block Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate
114211,France,"Although this wine is labeled Brut, it is in fact right at the driest end of that category. Bone dry, therefore, while full of white fruits and crisp lemon zest flavors. The texture is tight, steely and speaks strongly of the chalk of the soil. It is still young, so this vintage wine can be drunk now for its fruitiness or left until 2016 for a more rounded, toasty character.",Cuvée Gastronome Premier Cru Blanc de Blancs Brut,92,68.0,Champagne,Champagne,,Roger Voss,@vossroger,Pierre Gimonnet et Fils 2009 Cuvée Gastronome Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils
17991,US,"The estate's 13 acres were first planted in 1999. This lovely wine expresses itself with perfectly ripened black-cherry fruit, a dash of cola, and an underpinning of clean earth, complemented with a touch of mineral. The finish is superb.",Bergström Vineyard,94,90.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Bergström 2014 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström
41937,US,"Zesty white grapefruit and blossoms perfume this full-bodied Sauvignon Blanc. It's expansive and bold in mouthfeel, but swathes of freshly cut grass and crisp green plum lend freshness.",,87,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Hazlitt 1852 Vineyards 2013 Sauvignon Blanc (Finger Lakes),Sauvignon Blanc,Hazlitt 1852 Vineyards
98764,US,"Shows bright, crisp Central Coast acidity brightening pure flavors of limes, kiwis, pineapples and tropical papaya fruits, in a creamy texture. Textbook cool-climate Chardonnay.",,87,24.0,California,Central Coast,Central Coast,,,Deep Sea 2008 Chardonnay (Central Coast),Chardonnay,Deep Sea
41517,Spain,"White-flower aromas are a touch yeasty, like animal crackers. This feels plump but maintains a sense of freshness. Citrus and nectarine flavors are generic but good, while this is lasting on the finish, with notes of grape-skin extract and pyrazines.",,87,12.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Montespina 2016 Sauvignon (Rueda),Sauvignon,Montespina
120825,France,This wine comes from one of Côtes de Provence historic cru classé estates. It is a ripe and smooth wine with crisp acidity and a fine bite of spice. The wine is packed with red fruits and finished with refreshing acidity.,Château de la Clapière,88,20.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Fabre en Provence 2016 Château de la Clapière Rosé (Côtes de Provence),Rosé,Fabre en Provence
74728,France,"Slight notes of oatmeal and bread play above the ripe apple tones and create a harmonious wine that balances fruit and yeast notes. The palate is fresh, with zesty citrus and a creamy, frothy, persistent foam. This is a rounded and elegant crémant that finishes with the richness of baked apple.",,90,23.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Joseph Cattin NV Pinot Blanc (Crémant d'Alsace),Pinot Blanc,Joseph Cattin
113131,France,"Notions of baked Mirabelle plums lend their full-fruited aspect to nose and palate. Their softness is countered by fresh, lively crispness. This is friendly, refreshing and fruit-driven.",Portrait,88,15.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zinck 2014 Portrait Pinot Blanc (Alsace),Pinot Blanc,Domaine Zinck
53290,France,"There's been an evolution taking place at this house, with new oak no longer ubiquitous in the offerings. In fact, this wine is aged solely in concrete, which allows charming hints of lavender and thyme to shine among the cherry and cocoa notes. It's full-bodied yet firm, so pair it with burgers or steaks off the grill.",Les Becs Fins,88,21.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Tardieu-Laurent 2013 Les Becs Fins Grenache-Syrah (Côtes du Rhône Villages),Grenache-Syrah,Tardieu-Laurent
25519,US,"This new cuvée brings forward, spicy, peppery fruit centered around cranberry flavors. The back end tannins turn earthy, and take the shine off the finish. Perhaps a bit more bottle age will open it up.",Dundee Hills Select,86,45.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Torii Mor 2012 Dundee Hills Select Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
12103,US,"Here is a straightforward Malbec that offers the expected mix of berry and herb flavors, plus a suggestion of minerality and a whiff of sweatiness. It's a good companion for a burger or a steak.",Reserve,86,34.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Bridges 2008 Reserve Malbec (Columbia Valley (WA)),Malbec,Seven Bridges
37758,US,"At a time when so many California rosés are blah, Fort Ross' is the real deal. Dry and crisply structured, it shows raspberry, cherry, lavender, thyme and pepper flavors that have an edge of mouthwatering bitterness.",Fort Ross Vineyard Rosé of,87,16.0,California,Sonoma Coast,Sonoma,,,Fort Ross 2007 Fort Ross Vineyard Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Fort Ross
122230,Italy,"Aromas of toasted oak, plum, menthol and crushed violet open on the nose. The palate offers dried black cherry, licorice, leather, chopped sage and espresso alongside firm, fine-grained tannins. Drink sooner rather than later.",,88,20.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Bossi 2012  Chianti Classico,Sangiovese,Castello di Bossi
61689,Chile,"A little green and entirely basic, but in this price range it's not disappointing. The nose offers oregano, tomato and plum all in a savory wrapping, while the palate is lively and plummy, with no huge faults. Juicy as far as feel goes, with a bouncy red fruit-meets-herbal personality.",,84,9.0,Cachapoal Valley,,,Michael Schachner,@wineschach,Santa Ema 2006 Merlot (Cachapoal Valley),Merlot,Santa Ema
33353,France,"This four-variety blend shows that crisp, refreshing white wines can emerge from the Southern Rhône. Hints of pineapple, pear and mandarin orange mark this medium-bodied white. Drink now–2016.",Camp Romain,88,16.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Laudun Chusclan 2013 Camp Romain White (Côtes du Rhône Villages),Rhône-style White Blend,Laudun Chusclan
117568,Australia,"Daryl Groom has turned out a reasonably bold, intense Sauvignon Blanc that weighs in under 13% alcohol yet manages to avoid tasting malnourished or underripe. Fig, melon and citrus aromas and flavors hit the right buttons, then finish on a lingering note. Drink now.",,90,18.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Groom 2007 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Groom
10104,Italy,"Showing youthful oak tones that still need time to integrate, this wine is a bit sour and ripe at the same time. Black cherry, tobacco, leather and spice aromas are nice, but the tannins are firm, and the wine shows a bright point of acidity on the close and a gritty, cooked-fruit finish.",,88,50.0,Tuscany,Brunello di Montalcino,,,,Ferrero 2007  Brunello di Montalcino,Sangiovese Grosso,Ferrero
73305,France,"Spicy wood adds to the fresh berry fruits that show strongly. With acidity balanced by the smoky flavors, it's a light, bright wine that will be ready to drink soon. Think about late 2015.",,87,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Tour de Mirambeau 2012  Bordeaux,Bordeaux-style Red Blend,Château Tour de Mirambeau
105779,US,"Heavy accents of vanilla and black tea as well as sharp acids and drying tannins characterize this Petite Sirah. If you like your reds big, brawny and oak soaked, this is your poster child.",,87,42.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2009 Petite Sirah (Columbia Valley (WA)),Petite Sirah,Dusted Valley
1660,US,"The Claret benefits from an additional year of bottle age, integrating the components (60% Merlot, 30% Cabernet Sauvignon and 5% each Cab Franc and Malbec). Tart red-berry fruit is accented with light toast from barrel aging. There's a slight hint of burnt rubber that will blow off with decanting.",,85,35.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Del Rio 2013 Claret (Rogue Valley),Claret,Del Rio
8145,US,"Fermented and aged entirely in stainless steel, this wine is dominated by tropical fruit, swimming in pineapple and banana aromas and flavors. Unfettered by oak, it boasts sizzling acidity and, while tasty, is somewhat one-dimensional.",Unoaked,87,34.0,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2016 Unoaked Chardonnay (Yountville),Chardonnay,Tamber Bey
66293,US,This wine has pleasing aromas of pear and melon followed by medium-sweet fruit flavors. It's not particularly serious but it goes down easy.,,87,21.0,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Crayelle Cellars 2014 Albariño (Ancient Lakes),Albariño,Crayelle Cellars
95163,Italy,"Violet, scorched earth, dried herb and dark spice aromas take shape in the glass. The full-bodied palate offers wild cherry, raspberry, star anise, ground pepper a hint of orange rind alongside firm fine-grained tannins. Drink 2018–2023.",Pomona,91,105.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Villa Poggio Salvi 2011 Pomona  (Brunello di Montalcino),Sangiovese,Villa Poggio Salvi
29515,Argentina,"Dusty, generic plum and berry aromas are highly regular. This Malbec is chunky in feel, without much precision. Oaky buttery slightly greasy berry flavors finish hot and creamy, with little to no elegance or cut.",,85,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Laberinto 2014 Malbec (Mendoza),Malbec,Laberinto
125310,Italy,"Riserva La Poderina presents an impenetrable wall of aromatic intensity with dark concentration and lovely density in the mouth. You'll recognize dark fruit, polished mineral, leather, tobacco and powdered spice notes. The wine lasts long on the palate, driven by its bold structure.",Poggio Abate Riserva,94,79.0,Tuscany,Brunello di Montalcino,,,,La Poderina 2007 Poggio Abate Riserva  (Brunello di Montalcino),Sangiovese Grosso,La Poderina
102065,Chile,"Pungent briny citrus aromas announce a lean, tangy palate. This edgy SB features zesty, sharp citrus and green-herb flavors, which are typical for Casablanca. A dilute finish displays watered-down snap.",Legado Reserva,87,20.0,Casablanca Valley,,,Michael Schachner,@wineschach,De Martino 2015 Legado Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,De Martino
12176,US,"Strong in those feline pyrazines, so if you're sensitive, move on. Otherwise, it's a bone-dry, crisp wine, with a modest oak note to the grapefruit and lime flavors.",Estate Bottled,84,35.0,California,Napa Valley,Napa,,,Spring Mountain Vineyard 2007 Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Spring Mountain Vineyard
94401,France,"Chitry lies just outside the Chablis appellation area, giving a wine that has some of the classic steely character but is more rounded and less focused. Pleasing Chardonnay, finishes with an attractive vanilla touch.",Bourgogne Chitry,85,13.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Simonnet-Febvre 2008 Bourgogne Chitry  (Bourgogne),Chardonnay,Simonnet-Febvre
19315,Italy,"It boasts classic varietal aromas of crushed tomato vine, stone fruit and honeydew melon. The palate delivers white peach, cantaloupe and mineral accented with mint, thyme and rosemary notes that give depth. An elegant, compelling wine.",,94,26.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Russiz Superiore 2012 Sauvignon (Collio),Sauvignon,Russiz Superiore
90491,Austria,"Pure and soaring elderberry fruit with overtones of Morello cherry puts this in the darker fruit spectrum. Nonetheless, it has all the freshness and verve of red-fruited styles. This balanced and immensely enjoyable wine only reveals its seriousness slowly. Velvety texture and definite but gentle structure spell that this will also age well.",Tesoro,93,60.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Esterházy 2012 Tesoro Red (Burgenland),Red Blend,Esterházy
45145,US,"The first wine released under their own brand from the Bien Nacido folks. It's delicious, with savory flavors of raspberries, cherries and spices. Made in a ripe, sweet style, giving it direct appeal.",Bien Nacido Vineyard,90,52.0,California,Santa Maria Valley,Central Coast,,,Bien Nacido 2007 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Bien Nacido
72286,US,Very juicy aromas of blueberry pie with a buttered crust and vanilla ice cream bring great promise to this Malbec. It carries through with a very round and broad mouthfeel and rich plum flavors with cracked black pepper. The tannins are a tad astringent.,,87,30.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Opaque 2010 Malbec (Paso Robles),Malbec,Opaque
42931,South Africa,"This is dainty and pretty, with solid floral aromas of peony and orange blossom that lift the pear and hard peach fruit backbone. Vibrant acidity keeps the palate fresh and the finish clean and mouthwatering. Drink now.",,87,11.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,MAN Vintners 2011 Chenin Blanc (Coastal Region),Chenin Blanc,MAN Vintners
63344,France,"Another of the cool wines from Gassier, this has herbal aromas, considerable acidity and green apple and vegetal flavors. It's perhaps too light, too cool for its own good.",La Pas du Moine,83,,Provence,Côtes de Provence Sainte-Victoire,,Roger Voss,@vossroger,Château Gassier 2014 La Pas du Moine Rosé (Côtes de Provence Sainte-Victoire),Rosé,Château Gassier
2076,France,"A richly Merlot wine, soft, ripe, packed with black jelly flavors, sweet acidity and generous balanced tannins. The flavors come together in a balanced, rich way. An attractive wine, ready to drink now.",,90,37.0,Bordeaux,Lalande de Pomerol,,Roger Voss,@vossroger,Château Pavillon Bel-Air 2006  Lalande de Pomerol,Bordeaux-style Red Blend,Château Pavillon Bel-Air
17103,France,"This wine is still young, very fresh in its crisp acidity and lemon and grapefruit flavors. It has the potential to age well, with an underlay of tension between fruit and mineral texture. It is complex, structured and needs to mature further. Drink from 2018.",Tsarine Millésime Brut,92,60.0,Champagne,Champagne,,Roger Voss,@vossroger,Chanoine 2009 Tsarine Millésime Brut  (Champagne),Champagne Blend,Chanoine
74879,US,"This wine tastes sweet and grapey, with a softness that becomes cloying and a preponderance of baked flavor.",Estate,81,31.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Peter Cellars 2013 Estate Merlot (Carneros),Merlot,Peter Cellars
83045,France,"Stéphane Brocard is based in Marsannay the northernmost vineyard in Burgundy's Côte d'Or. This wine comes from two small parcels with 35-year-old vines. It is already fruity and attractive, although the tannins do promise aging. Crisp with the pure acidity of the vintage, it will develop well and should be drunk from late 2017.",Closerie des Alisiers Vieilles Vignes,89,35.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Maison Stéphane Brocard 2014 Closerie des Alisiers Vieilles Vignes  (Marsannay),Pinot Noir,Maison Stéphane Brocard
20299,US,"Dried apricot, jasmine, flower, herb and peach aromas are followed by medium, sweet fruit flavors that can't quite sustain their intensity but still bring appeal.",,86,10.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Washington Hills 2015 Riesling (Washington),Riesling,Washington Hills
43302,France,"The cool, light Sauvignon Blanc of Touraine has an intensely herbaceous, catty character. This is typically crisp, fresh and very fruity, if one dimensional. Drink now.",,84,,Loire Valley,Touraine,,Roger Voss,@vossroger,Paul Buisse 2012 Sauvignon Blanc (Touraine),Sauvignon Blanc,Paul Buisse
41954,US,"This wine from the pioneering producer deep in the Santa Maria Valley shows sweet cedar, chopped herbs, mocha, licorice, cherry and red berry juice on the nose. The flavors cling to dried cherries and espresso, proving quite pleasant thought not extremely dynamic.",Flood Family Vineyards,87,20.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Rancho Sisquoc 2012 Flood Family Vineyards Merlot (Santa Barbara County),Merlot,Rancho Sisquoc
23668,Austria,"An enticing mix of lime zest and very ripe, juicy pear present the first impression and unite in a linear, racy palate. As the wine opens in the glass, spicier edges appear: apricot kernels and marzipan make an appearance and promise future flavour development. With thrillingly fresh acidity and a lip-smacking finish, it's almost irresistible now, but with this sort of concentration certainly also good for laying down.",Lange Ried,89,20.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Pratsch 2012 Lange Ried Riesling (Niederösterreich),Riesling,Pratsch
106916,US,"This wine is a blend of fruit from Gamache (65%) and Ciel du Cheval vineyards. Aromas of game, Band Aid and dried cherry are followed by lush, sweet fruit and savory flavors. There are some interesting things going on but the gaminess proves too distracting.",Vineyard Select Reserve,87,40.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gamache 2013 Vineyard Select Reserve Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Gamache
16414,France,"Warm while also fresh, this rounded wine is full of red fruits, lit up by a touch of spice and freshened with acidity. Clean and crisp, it's just bursting with fruit at the end.",,87,10.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Montaud 2013 Rosé (Côtes de Provence),Rosé,Château Montaud
59863,England,"Hints of tart redcurrant have a softenting creamy edge. The palate fizzes with tiny bubbles that disperse the red-fruited, creamy tartness across the palate. A lovely touch of white pepper and enduring, beautiful briskness brightens everything from the first sip to the last echo of flavor on the lip-smacking finish. It's fresh, mouthfilling and exuberant.",Rosé Brut,92,50.0,England,,,Anne Krebiehl MW,@AnneInVino,Camel Valley 2014 Rosé Brut Pinot Noir (England),Pinot Noir,Camel Valley
101226,Argentina,"Earthy, woodsy aromas of black plum are robust and gritty. Talk about a full-bodied but tannic Malbec; flavors of plum and wild berry are toasty and oaky but manage to emphasize fruit, while a spicy, drying finish shows a medicinal side. Drink this powerfully built Malbec through 2018.",Reserve,89,,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Menduco 2014 Reserve Malbec (Uco Valley),Malbec,Menduco
88552,US,"Fans of fruit-forward wines will love the masses of raspberries, cherries, blackberries and cocoa in this blend Cabernet Sauvignon, Cabernet Franc and Syrah.",Russian River,85,35.0,California,Russian River Valley,Sonoma,,,Baux Wine NV Russian River Red (Russian River Valley),Red Blend,Baux Wine
108876,US,"Made from a majority of Chardonnay, this Blanc de Blancs also holds 10% Pinot Gris. It's well made for the price, with simple layers of pear, honey and medium-tuned acidity. The finish is on the richer side.",Blanc de Blancs,87,22.0,California,Napa County,Napa,Virginie Boone,@vboone,Mumm Napa NV Blanc de Blancs Sparkling (Napa County),Sparkling Blend,Mumm Napa
44841,US,"As peppery as a jalapeño, with persistent spiciness, this wine offers high-octane ripeness and a healthy cradling of oak, finishing with a touch of heat.",,84,18.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,The Federalist 2015 Chardonnay (Sonoma County),Chardonnay,The Federalist
12346,Italy,"This savory wine is made with the native Pallagrello Bianco grape that's making a comeback in Campania. It's loaded with citrus, tropical fruit, juicy Bartlett pear and almond sensations accented with aromatic herbs. Smoky mineral gives a linear character.",Acquavigna,88,24.0,Southern Italy,Terre del Volturno,,Kerin O’Keefe,@kerinokeefe,Selvanova 2012 Acquavigna Pallagrello Bianco (Terre del Volturno),Pallagrello Bianco,Selvanova
89235,US,"This wine is half Cabernet Sauvignon, with the balance Merlot (20%), Cabernet Franc (18%) and a healthy dollop of Petit Verdot. Aromas of green herbs, fresh flowers, soil and barrel spice lead to dark cherry flavors backed by grainy tannins.",Arianses Vineyard,88,30.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2012 Arianses Vineyard Red (Wahluke Slope),Bordeaux-style Red Blend,:Nota Bene
9030,Austria,"The intriguing spice of grapefruit foliage and freshly cut grapefruit peel haunts the aromatic edges of this subtle and rounded but still focused wine. Peppery watercress flares up, too. This delightful wine will perform miracles with food but keep your interest  on its own, too.",,91,,Vienna,,,Anne Krebiehl MW,@AnneInVino,Lenikus 2013 Grüner Veltliner (Vienna),Grüner Veltliner,Lenikus
98343,Portugal,"This is a full-bodied, fruity selection that's packed with a red berry flavor, soft tannins and a delicious, forward and bright character. It is already ready to drink.",Portas da Herdade Reserva,85,,Alentejano,,,Roger Voss,@vossroger,Companhia das Quintas 2010 Portas da Herdade Reserva Red (Alentejano),Portuguese Red,Companhia das Quintas
39470,Spain,"Composed and not the least bit pushy or punishing on the bouquet, this has gorgeous berry and spice aromas. It feels a bit racy and high in acidity, but that will only serve the wine well in the long run. Plum and boysenberry flavors lead to a racy, high-acid finish. Drink now–2020.",Casta Diva Recóndita Armonía Sweet,91,30.0,Levante,Alicante,,Michael Schachner,@wineschach,Bodegas Gutiérrez de la Vega 2007 Casta Diva Recóndita Armonía Sweet Monastrell (Alicante),Monastrell,Bodegas Gutiérrez de la Vega
66816,France,"With attractive red fruits and soft acidity, this is a fruity wine. It is ripe with a lively crisp texture. Produced by the daughter of Jean-Luc Thunevin of Saint-Emilion's Château Valandraud, the wine is bright and ready to drink.",Domaine Virginie Thunevin,87,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Etablissements Thunevin 2014 Domaine Virginie Thunevin  (Bordeaux),Bordeaux-style Red Blend,Etablissements Thunevin
120897,US,"Greg Brewer resurrects his briefly shuttered brand to show what can be done on the floral edge of Chardonnay. This bottling that is very light in the glass offers tons of boisterous fruit displayed with delicacy, including tuberose, orange blossoms, lime and ripe pears. Guava powers the sip along with coconut, mango and apple-blossom flavors, wrapped in a tantalizing acidity. It would go great with sushi.",Machado,92,42.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Diatom 2016 Machado Chardonnay (Sta. Rita Hills),Chardonnay,Diatom
109581,France,"From the light 2012 vintage, this is a bright and fruity wine with red cherries and soft tannins. Intense acidity gives the wine a fresh, crisp character. Drink now.",,85,17.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Château de Pizay 2012  Régnié,Gamay,Château de Pizay
23825,US,"Big, bold and unreservedly stemmy, this Carmenère pulls in enough black-cherry fruit to balance out the herbs. The assertive tannins carry notes of earth, dried leaf and dark chocolate.",Papa Joe's Private Stash,89,30.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Plaisance Ranch 2013 Papa Joe's Private Stash Carmenère (Applegate Valley),Carmenère,Plaisance Ranch
46580,US,"Tasty and toasty, young and compact, this is a wine to cellar for a few more years at least. The bright fruit flavors run from berry to Bing cherry, not as dark as in some years, but vibrant and crisp. The new oak is not yet fully integrated, so give it some extra bottle age for optimal enjoyment.",Lewis Vineyard,92,75.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2008 Lewis Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dunham
51143,Greece,A nose of fresh citrus fruit and toasted vanilla is followed by flavors of exotic pineapple fruit and spice. Its rich mouthfeel is balanced by an undercurrent of mineral briskness. Pair with fattier fish or poultry.,by Gaia Wild Ferment,87,30.0,Santorini,,,Susan Kostrzewa,@suskostrzewa,Gaia Wines 2015 by Gaia Wild Ferment Assyrtico (Santorini),Assyrtico,Gaia Wines
117191,Spain,"Chippy aromas are spicy, with oak and berry support lying low. This multigrape blend is tough, bumpy and chewy in feel, while herbal minty green-leaning berry flavors end with density, chewy tannins and an echo of oak.",Selectus,88,70.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Aljibes 2013 Selectus Red (Vino de la Tierra de Castilla),Red Blend,Aljibes
103628,France,"Rich and fruity, this wine shows warm white fruit and a touch of spice. The wine is soft, its currant and pink grapefruit flavors lifted by acidity but with a rounded finish.",,87,14.0,Bordeaux,Entre-Deux-Mers,,Roger Voss,@vossroger,Château de Fontenille 2012  Entre-Deux-Mers,Bordeaux-style White Blend,Château de Fontenille
48458,Italy,"Aromas of black currant, plum, toast and espresso lead the nose on this young, soft Cabernet. The rich, easy-drinking palate doles out ripe black cherry and blackberry accented with notes of mocha and vanilla. Round tannins give it a smooth texture.",Vitiano,88,14.0,Central Italy,Umbria,,Kerin O’Keefe,@kerinokeefe,Falesco 2012 Vitiano Cabernet (Umbria),Cabernet,Falesco
104302,Italy,"Aromas of mature Golden Delicious apple, honey, walnut and bread crust lead the nose. The concentrated palate offers extremely ripe yellow apple, citrus zest, toast and bitter walnut alongside a vibrant, persistent perlage.",Pas Operé Extra Brut,89,64.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Bellavista 2009 Pas Operé Extra Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista
38989,US,"This is made from 100% Cabernet grown in the St. Helena estate vineyard. The wine is exceptionally pure and delicious, rich in black currant, chocolate, black cherry and lots of toasty new French oak. The all-important tannins are exquisitely ripe and as fine as velvet. Nowhere near ready, this wine wants a good eight years in the cellar, and will gradually evolve through the mid-2020s, at the very least.",Bone Ash Vineyard,95,85.0,California,Napa Valley,Napa,,,Venge 2011 Bone Ash Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Venge
35958,US,"A deep and compact wine with Syrah fruit styled with a Cabernet-like verticality, this layers ripe berry fruit with streaks of graphite, ash and rock. The flavors persist through a lingering, super clean finish with the balance and acidity to age. What are initially tightly wound subtleties of herb and spice may well expand into nuanced complexity over the next decade or more.",Phil Lane,94,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2008 Phil Lane Syrah (Walla Walla Valley (WA)),Syrah,K Vintners
41764,US,"This block selection is supple, almost silky, and coats the palate with lip-licking cherry-fruit goodness. Streaks of hazelnut and nougat extend the finish. This delicious wine spent 15 months in 50% new French oak.",Hannah,91,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2013 Hannah Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
61639,Italy,"This dark wine opens with bright fruit aromas that are soft and straightforward. The wine presents bold cherry, blackberry and spicy rum cake flavors, and a mouthfeel that is fresh and round. The finish is dominated by chewy berry fruit.",Riserva,91,75.0,Tuscany,Brunello di Montalcino,,,,Fattoi 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Fattoi
92426,Italy,"Aromas of woodshop, coconut and oak extract lead the nose. The warm palate offers up prune, toasted oak and a confectionary note but no fruit richness. Mouth-puckering tannins and evident alcohol provide the framework.",Campo Alto,86,75.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Máté 2009 Campo Alto  (Brunello di Montalcino),Sangiovese,Máté
117036,US,"This blend of 52% Syrah, 25% Grenache and 23% Mourvèdre is quite sultry on the nose, with crushed boysenberry, dried violets, wet clay and the slightest touch of soy. Pepper and moist earth arise on the palate, alongside blackberry and blueberry fruit, a touch of cocoa and concentrated lavender and other purple-flower flavors.",Sisu,93,45.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,kukkula 2012 Sisu Red (Paso Robles),Rhône-style Red Blend,kukkula
